path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path,mask_path
/n/fs/visualai-scr/Data/HAT2/seg/shooting basketball/Tzken_qSB5M_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/shooting basketball/Tzken_qSB5M_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/playing accordion/UBvJD2xjtvY_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/UBvJD2xjtvY_000000_000010,300,300,shooting basketball,playing accordion,Tzken_qSB5M,1,11,UBvJD2xjtvY,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002329_shooting basketball_to_playing accordion_Tzken_qSB5M_000001_000011_bg_UBvJD2xjtvY_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002329_shooting basketball_to_playing accordion_Tzken_qSB5M_000001_000011_bg_UBvJD2xjtvY_000000_000010,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002329_shooting basketball_to_playing accordion_Tzken_qSB5M_000001_000011_bg_UBvJD2xjtvY_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002329_shooting basketball_to_playing accordion_Tzken_qSB5M_000001_000011_bg_UBvJD2xjtvY_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/writing/0ZPQl5QUvo0_000202_000212,/n/fs/visualai-scr/Data/HAT2/original/writing/0ZPQl5QUvo0_000202_000212,/n/fs/visualai-scr/Data/HAT2/inpaint/golf driving/1Q-E6UW1XE8_000011_000021,/n/fs/visualai-scr/Data/HAT2/original/golf driving/1Q-E6UW1XE8_000011_000021,300,300,writing,golf driving,0ZPQl5QUvo0,202,212,1Q-E6UW1XE8,11,21,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002377_writing_to_golf driving_0ZPQl5QUvo0_000202_000212_bg_1Q-E6UW1XE8_000011_000021,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002377_writing_to_golf driving_0ZPQl5QUvo0_000202_000212_bg_1Q-E6UW1XE8_000011_000021,"[{'class': 'boat', 'confidence': 0.4890182912349701, 'bbox': [2.5155029296875, 452.3353576660156, 1223.581298828125, 712.5394287109375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002377_writing_to_golf driving_0ZPQl5QUvo0_000202_000212_bg_1Q-E6UW1XE8_000011_000021/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002377_writing_to_golf driving_0ZPQl5QUvo0_000202_000212_bg_1Q-E6UW1XE8_000011_000021
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing baseball/F7hs_aIqsbk_000024_000034,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/F7hs_aIqsbk_000024_000034,/n/fs/visualai-scr/Data/HAT2/inpaint/dunking basketball/rmtX8p-42Lg_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/rmtX8p-42Lg_000005_000015,300,197,catching or throwing baseball,dunking basketball,F7hs_aIqsbk,24,34,rmtX8p-42Lg,5,15,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002381_catching or throwing baseball_to_dunking basketball_F7hs_aIqsbk_000024_000034_bg_rmtX8p-42Lg_000005_000015,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002381_catching or throwing baseball_to_dunking basketball_F7hs_aIqsbk_000024_000034_bg_rmtX8p-42Lg_000005_000015,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002381_catching or throwing baseball_to_dunking basketball_F7hs_aIqsbk_000024_000034_bg_rmtX8p-42Lg_000005_000015/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002381_catching or throwing baseball_to_dunking basketball_F7hs_aIqsbk_000024_000034_bg_rmtX8p-42Lg_000005_000015
/n/fs/visualai-scr/Data/HAT2/seg/skiing (not slalom or crosscountry)/KLq8MLRmDPo_000094_000104,/n/fs/visualai-scr/Data/HAT2/original/skiing (not slalom or crosscountry)/KLq8MLRmDPo_000094_000104,/n/fs/visualai-scr/Data/HAT2/inpaint/canoeing or kayaking/7Y634PdmHfg_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/7Y634PdmHfg_000002_000012,300,300,skiing (not slalom or crosscountry),canoeing or kayaking,KLq8MLRmDPo,94,104,7Y634PdmHfg,2,12,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002393_skiing (not slalom or crosscountry)_to_canoeing or kayaking_KLq8MLRmDPo_000094_000104_bg_7Y634PdmHfg_000002_000012,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002393_skiing (not slalom or crosscountry)_to_canoeing or kayaking_KLq8MLRmDPo_000094_000104_bg_7Y634PdmHfg_000002_000012,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002393_skiing (not slalom or crosscountry)_to_canoeing or kayaking_KLq8MLRmDPo_000094_000104_bg_7Y634PdmHfg_000002_000012/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002393_skiing (not slalom or crosscountry)_to_canoeing or kayaking_KLq8MLRmDPo_000094_000104_bg_7Y634PdmHfg_000002_000012
/n/fs/visualai-scr/Data/HAT2/seg/skiing (not slalom or crosscountry)/k1hIvekGoBE_000221_000231,/n/fs/visualai-scr/Data/HAT2/original/skiing (not slalom or crosscountry)/k1hIvekGoBE_000221_000231,/n/fs/visualai-scr/Data/HAT2/inpaint/playing tennis/6yj1AlZW5og_000098_000108,/n/fs/visualai-scr/Data/HAT2/original/playing tennis/6yj1AlZW5og_000098_000108,300,300,skiing (not slalom or crosscountry),playing tennis,k1hIvekGoBE,221,231,6yj1AlZW5og,98,108,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002397_skiing (not slalom or crosscountry)_to_playing tennis_k1hIvekGoBE_000221_000231_bg_6yj1AlZW5og_000098_000108,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002397_skiing (not slalom or crosscountry)_to_playing tennis_k1hIvekGoBE_000221_000231_bg_6yj1AlZW5og_000098_000108,"[{'class': 'tennis racket', 'confidence': 0.3305497169494629, 'bbox': [772.420654296875, 413.6932373046875, 941.637939453125, 704.4952392578125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002397_skiing (not slalom or crosscountry)_to_playing tennis_k1hIvekGoBE_000221_000231_bg_6yj1AlZW5og_000098_000108/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002397_skiing (not slalom or crosscountry)_to_playing tennis_k1hIvekGoBE_000221_000231_bg_6yj1AlZW5og_000098_000108
/n/fs/visualai-scr/Data/HAT2/seg/surfing water/yF3kyTjZuz4_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/surfing water/yF3kyTjZuz4_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/eating cake/NhRN8LsNJfc_000064_000074,/n/fs/visualai-scr/Data/HAT2/original/eating cake/NhRN8LsNJfc_000064_000074,300,300,surfing water,eating cake,yF3kyTjZuz4,0,10,NhRN8LsNJfc,64,74,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002409_surfing water_to_eating cake_yF3kyTjZuz4_000000_000010_bg_NhRN8LsNJfc_000064_000074,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002409_surfing water_to_eating cake_yF3kyTjZuz4_000000_000010_bg_NhRN8LsNJfc_000064_000074,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002409_surfing water_to_eating cake_yF3kyTjZuz4_000000_000010_bg_NhRN8LsNJfc_000064_000074/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002409_surfing water_to_eating cake_yF3kyTjZuz4_000000_000010_bg_NhRN8LsNJfc_000064_000074
/n/fs/visualai-scr/Data/HAT2/seg/bowling/bwlizlTA7Uk_000129_000139,/n/fs/visualai-scr/Data/HAT2/original/bowling/bwlizlTA7Uk_000129_000139,/n/fs/visualai-scr/Data/HAT2/inpaint/dribbling basketball/wCTJ9bKn_sI_000180_000190,/n/fs/visualai-scr/Data/HAT2/original/dribbling basketball/wCTJ9bKn_sI_000180_000190,222,300,bowling,dribbling basketball,bwlizlTA7Uk,129,139,wCTJ9bKn_sI,180,190,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002413_bowling_to_dribbling basketball_bwlizlTA7Uk_000129_000139_bg_wCTJ9bKn_sI_000180_000190,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002413_bowling_to_dribbling basketball_bwlizlTA7Uk_000129_000139_bg_wCTJ9bKn_sI_000180_000190,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002413_bowling_to_dribbling basketball_bwlizlTA7Uk_000129_000139_bg_wCTJ9bKn_sI_000180_000190/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002413_bowling_to_dribbling basketball_bwlizlTA7Uk_000129_000139_bg_wCTJ9bKn_sI_000180_000190
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/3nvWUCaMHIs_000024_000034,/n/fs/visualai-scr/Data/HAT2/original/flying kite/3nvWUCaMHIs_000024_000034,/n/fs/visualai-scr/Data/HAT2/inpaint/eating cake/IQb0YDHhT-o_000051_000061,/n/fs/visualai-scr/Data/HAT2/original/eating cake/IQb0YDHhT-o_000051_000061,300,300,flying kite,eating cake,3nvWUCaMHIs,24,34,IQb0YDHhT-o,51,61,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002417_flying kite_to_eating cake_3nvWUCaMHIs_000024_000034_bg_IQb0YDHhT-o_000051_000061,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002417_flying kite_to_eating cake_3nvWUCaMHIs_000024_000034_bg_IQb0YDHhT-o_000051_000061,"[{'class': 'cat', 'confidence': 0.38771384954452515, 'bbox': [474.44775390625, 61.3828125, 1115.7479248046875, 700.5321044921875]}, {'class': 'bird', 'confidence': 0.3225480914115906, 'bbox': [0.375457763671875, 412.4001770019531, 281.6498718261719, 617.216064453125]}, {'class': 'cat', 'confidence': 0.3032282292842865, 'bbox': [26.34716796875, 23.2330322265625, 1221.76318359375, 703.79248046875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002417_flying kite_to_eating cake_3nvWUCaMHIs_000024_000034_bg_IQb0YDHhT-o_000051_000061/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002417_flying kite_to_eating cake_3nvWUCaMHIs_000024_000034_bg_IQb0YDHhT-o_000051_000061
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/KvgYLMfQh8Q_000012_000022,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/KvgYLMfQh8Q_000012_000022,/n/fs/visualai-scr/Data/HAT2/inpaint/skiing slalom/UK9r7mu9A-s_000483_000493,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/UK9r7mu9A-s_000483_000493,300,300,catching or throwing frisbee,skiing slalom,KvgYLMfQh8Q,12,22,UK9r7mu9A-s,483,493,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002429_catching or throwing frisbee_to_skiing slalom_KvgYLMfQh8Q_000012_000022_bg_UK9r7mu9A-s_000483_000493,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002429_catching or throwing frisbee_to_skiing slalom_KvgYLMfQh8Q_000012_000022_bg_UK9r7mu9A-s_000483_000493,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002429_catching or throwing frisbee_to_skiing slalom_KvgYLMfQh8Q_000012_000022_bg_UK9r7mu9A-s_000483_000493/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002429_catching or throwing frisbee_to_skiing slalom_KvgYLMfQh8Q_000012_000022_bg_UK9r7mu9A-s_000483_000493
/n/fs/visualai-scr/Data/HAT2/seg/reading newspaper/0NZewzomYbA_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/reading newspaper/0NZewzomYbA_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/eating ice cream/4qY0sJQYohk_000008_000018,/n/fs/visualai-scr/Data/HAT2/original/eating ice cream/4qY0sJQYohk_000008_000018,301,300,reading newspaper,eating ice cream,0NZewzomYbA,0,10,4qY0sJQYohk,8,18,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002445_reading newspaper_to_eating ice cream_0NZewzomYbA_000000_000010_bg_4qY0sJQYohk_000008_000018,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002445_reading newspaper_to_eating ice cream_0NZewzomYbA_000000_000010_bg_4qY0sJQYohk_000008_000018,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002445_reading newspaper_to_eating ice cream_0NZewzomYbA_000000_000010_bg_4qY0sJQYohk_000008_000018/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002445_reading newspaper_to_eating ice cream_0NZewzomYbA_000000_000010_bg_4qY0sJQYohk_000008_000018
/n/fs/visualai-scr/Data/HAT2/seg/dunking basketball/ePkJVG2MnBg_000009_000019,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/ePkJVG2MnBg_000009_000019,/n/fs/visualai-scr/Data/HAT2/inpaint/flying kite/xPYKPbEN6Wc_000104_000114,/n/fs/visualai-scr/Data/HAT2/original/flying kite/xPYKPbEN6Wc_000104_000114,300,301,dunking basketball,flying kite,ePkJVG2MnBg,9,19,xPYKPbEN6Wc,104,114,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000002_dunking basketball_to_flying kite_ePkJVG2MnBg_000009_000019_bg_xPYKPbEN6Wc_000104_000114,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000002_dunking basketball_to_flying kite_ePkJVG2MnBg_000009_000019_bg_xPYKPbEN6Wc_000104_000114,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000002_dunking basketball_to_flying kite_ePkJVG2MnBg_000009_000019_bg_xPYKPbEN6Wc_000104_000114/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000002_dunking basketball_to_flying kite_ePkJVG2MnBg_000009_000019_bg_xPYKPbEN6Wc_000104_000114
/n/fs/visualai-scr/Data/HAT2/seg/driving car/wS5HGP6HaQk_000021_000031,/n/fs/visualai-scr/Data/HAT2/original/driving car/wS5HGP6HaQk_000021_000031,/n/fs/visualai-scr/Data/HAT2/inpaint/reading book/PsiGCxGW12A_000086_000096,/n/fs/visualai-scr/Data/HAT2/original/reading book/PsiGCxGW12A_000086_000096,300,171,driving car,reading book,wS5HGP6HaQk,21,31,PsiGCxGW12A,86,96,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000010_driving car_to_reading book_wS5HGP6HaQk_000021_000031_bg_PsiGCxGW12A_000086_000096,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000010_driving car_to_reading book_wS5HGP6HaQk_000021_000031_bg_PsiGCxGW12A_000086_000096,"[{'class': 'tv', 'confidence': 0.276927649974823, 'bbox': [0.882110595703125, 1.3046722412109375, 475.3021240234375, 356.84246826171875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000010_driving car_to_reading book_wS5HGP6HaQk_000021_000031_bg_PsiGCxGW12A_000086_000096/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000010_driving car_to_reading book_wS5HGP6HaQk_000021_000031_bg_PsiGCxGW12A_000086_000096
/n/fs/visualai-scr/Data/HAT2/seg/canoeing or kayaking/YLuft2I6YYc_000092_000102,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/YLuft2I6YYc_000092_000102,/n/fs/visualai-scr/Data/HAT2/inpaint/reading book/taZtEzvkg3M_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/reading book/taZtEzvkg3M_000002_000012,300,300,canoeing or kayaking,reading book,YLuft2I6YYc,92,102,taZtEzvkg3M,2,12,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000030_canoeing or kayaking_to_reading book_YLuft2I6YYc_000092_000102_bg_taZtEzvkg3M_000002_000012,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000030_canoeing or kayaking_to_reading book_YLuft2I6YYc_000092_000102_bg_taZtEzvkg3M_000002_000012,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000030_canoeing or kayaking_to_reading book_YLuft2I6YYc_000092_000102_bg_taZtEzvkg3M_000002_000012/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000030_canoeing or kayaking_to_reading book_YLuft2I6YYc_000092_000102_bg_taZtEzvkg3M_000002_000012
/n/fs/visualai-scr/Data/HAT2/seg/playing bass guitar/pfWmvoFOjxk_000148_000158,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/pfWmvoFOjxk_000148_000158,/n/fs/visualai-scr/Data/HAT2/inpaint/sword fighting/UCa9gsGh-gI_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/sword fighting/UCa9gsGh-gI_000003_000013,300,300,playing bass guitar,sword fighting,pfWmvoFOjxk,148,158,UCa9gsGh-gI,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000042_playing bass guitar_to_sword fighting_pfWmvoFOjxk_000148_000158_bg_UCa9gsGh-gI_000003_000013,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000042_playing bass guitar_to_sword fighting_pfWmvoFOjxk_000148_000158_bg_UCa9gsGh-gI_000003_000013,"[{'class': 'bird', 'confidence': 0.326708048582077, 'bbox': [0.16918838024139404, 175.65191650390625, 51.06959915161133, 330.9559326171875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000042_playing bass guitar_to_sword fighting_pfWmvoFOjxk_000148_000158_bg_UCa9gsGh-gI_000003_000013/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000042_playing bass guitar_to_sword fighting_pfWmvoFOjxk_000148_000158_bg_UCa9gsGh-gI_000003_000013
/n/fs/visualai-scr/Data/HAT2/seg/hitting baseball/mTP2kap9cIw_000056_000066,/n/fs/visualai-scr/Data/HAT2/original/hitting baseball/mTP2kap9cIw_000056_000066,/n/fs/visualai-scr/Data/HAT2/inpaint/skiing slalom/nK3b9DTxP5w_000366_000376,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/nK3b9DTxP5w_000366_000376,300,300,hitting baseball,skiing slalom,mTP2kap9cIw,56,66,nK3b9DTxP5w,366,376,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000058_hitting baseball_to_skiing slalom_mTP2kap9cIw_000056_000066_bg_nK3b9DTxP5w_000366_000376,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000058_hitting baseball_to_skiing slalom_mTP2kap9cIw_000056_000066_bg_nK3b9DTxP5w_000366_000376,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000058_hitting baseball_to_skiing slalom_mTP2kap9cIw_000056_000066_bg_nK3b9DTxP5w_000366_000376/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000058_hitting baseball_to_skiing slalom_mTP2kap9cIw_000056_000066_bg_nK3b9DTxP5w_000366_000376
/n/fs/visualai-scr/Data/HAT2/seg/shooting goal (soccer)/vPUFfffOxRM_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/shooting goal (soccer)/vPUFfffOxRM_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/driving car/p6vr6WVh2Ss_000036_000046,/n/fs/visualai-scr/Data/HAT2/original/driving car/p6vr6WVh2Ss_000036_000046,300,300,shooting goal (soccer),driving car,vPUFfffOxRM,0,10,p6vr6WVh2Ss,36,46,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000070_shooting goal (soccer)_to_driving car_vPUFfffOxRM_000000_000010_bg_p6vr6WVh2Ss_000036_000046,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000070_shooting goal (soccer)_to_driving car_vPUFfffOxRM_000000_000010_bg_p6vr6WVh2Ss_000036_000046,"[{'class': 'skateboard', 'confidence': 0.3892351984977722, 'bbox': [0.629608154296875, 4.6798095703125, 280.9495544433594, 708.4888916015625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000070_shooting goal (soccer)_to_driving car_vPUFfffOxRM_000000_000010_bg_p6vr6WVh2Ss_000036_000046/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000070_shooting goal (soccer)_to_driving car_vPUFfffOxRM_000000_000010_bg_p6vr6WVh2Ss_000036_000046
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/XIkSWOfhvwE_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/flying kite/XIkSWOfhvwE_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/playing basketball/_tLX2urc6I8_000013_000023,/n/fs/visualai-scr/Data/HAT2/original/playing basketball/_tLX2urc6I8_000013_000023,300,300,flying kite,playing basketball,XIkSWOfhvwE,1,11,_tLX2urc6I8,13,23,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000074_flying kite_to_playing basketball_XIkSWOfhvwE_000001_000011_bg__tLX2urc6I8_000013_000023,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000074_flying kite_to_playing basketball_XIkSWOfhvwE_000001_000011_bg__tLX2urc6I8_000013_000023,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000074_flying kite_to_playing basketball_XIkSWOfhvwE_000001_000011_bg__tLX2urc6I8_000013_000023/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000074_flying kite_to_playing basketball_XIkSWOfhvwE_000001_000011_bg__tLX2urc6I8_000013_000023
