path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path
/n/fs/visualai-scr/Data/HAT2/seg/playing trumpet/-BtzVCzSnLk_000073_000083,/n/fs/visualai-scr/Data/HAT2/original/playing trumpet/-BtzVCzSnLk_000073_000083,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/jpjRqIqSX2U_000688_000698,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/jpjRqIqSX2U_000688_000698,300,300,playing trumpet,punching person (boxing),-BtzVCzSnLk,73,83,jpjRqIqSX2U,688,698,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000916_playing trumpet_to_punching person (boxing)_-BtzVCzSnLk_000073_000083_bg_jpjRqIqSX2U_000688_000698,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000916_playing trumpet_to_punching person (boxing)_-BtzVCzSnLk_73_83_bg_jpjRqIqSX2U_688_698,"[{'class': 'person', 'confidence': 0.8653324246406555, 'bbox': [66.09426879882812, 34.383758544921875, 269.57269287109375, 239.34039306640625]}]",dataset/segmented_action_swap/sample_000916_playing trumpet_to_punching person (boxing)_-BtzVCzSnLk_73_83_bg_jpjRqIqSX2U_688_698/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing violin/lP1u9j-Hsr4_000060_000070,/n/fs/visualai-scr/Data/HAT2/original/playing violin/lP1u9j-Hsr4_000060_000070,/n/fs/visualai-scr/Data/HAT2/inpaint/skipping rope/nO4BFDXVqCg_000007_000017,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/nO4BFDXVqCg_000007_000017,300,300,playing violin,skipping rope,lP1u9j-Hsr4,60,70,nO4BFDXVqCg,7,17,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000917_playing violin_to_skipping rope_lP1u9j-Hsr4_000060_000070_bg_nO4BFDXVqCg_000007_000017,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000917_playing violin_to_skipping rope_lP1u9j-Hsr4_60_70_bg_nO4BFDXVqCg_7_17,"[{'class': 'cow', 'confidence': 0.5143274068832397, 'bbox': [302.0691223144531, 151.0323028564453, 363.7090759277344, 194.39756774902344]}, {'class': 'cow', 'confidence': 0.4952666163444519, 'bbox': [356.21429443359375, 133.15231323242188, 406.068115234375, 198.2535400390625]}, {'class': 'chair', 'confidence': 0.30501803755760193, 'bbox': [477.142578125, 152.31356811523438, 516.8550415039062, 201.41909790039062]}, {'class': 'person', 'confidence': 0.29013821482658386, 'bbox': [2.059267044067383, 0.6110286712646484, 505.724609375, 356.9599609375]}, {'class': 'person', 'confidence': 0.28842294216156006, 'bbox': [54.894371032714844, 0.0, 396.4193420410156, 97.47786712646484]}]",dataset/segmented_action_swap/sample_000917_playing violin_to_skipping rope_lP1u9j-Hsr4_60_70_bg_nO4BFDXVqCg_7_17/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/writing/na9OVxD-EVY_000036_000046,/n/fs/visualai-scr/Data/HAT2/original/writing/na9OVxD-EVY_000036_000046,/n/fs/visualai-scr/Data/HAT2/inpaint/brushing teeth/l8WyYM_CNWg_000044_000054,/n/fs/visualai-scr/Data/HAT2/original/brushing teeth/l8WyYM_CNWg_000044_000054,300,300,writing,brushing teeth,na9OVxD-EVY,36,46,l8WyYM_CNWg,44,54,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000919_writing_to_brushing teeth_na9OVxD-EVY_000036_000046_bg_l8WyYM_CNWg_000044_000054,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000919_writing_to_brushing teeth_na9OVxD-EVY_36_46_bg_l8WyYM_CNWg_44_54,"[{'class': 'person', 'confidence': 0.7180821299552917, 'bbox': [0.7776775360107422, 0.0, 269.1507568359375, 309.58148193359375]}, {'class': 'bed', 'confidence': 0.5014009475708008, 'bbox': [1.4232959747314453, 14.95627212524414, 270.0, 357.6415710449219]}]",dataset/segmented_action_swap/sample_000919_writing_to_brushing teeth_na9OVxD-EVY_36_46_bg_l8WyYM_CNWg_44_54/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/walking the dog/ElcE4QXDn5Q_000066_000076,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/ElcE4QXDn5Q_000066_000076,/n/fs/visualai-scr/Data/HAT2/inpaint/playing tennis/FZXpPZmEoCc_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/playing tennis/FZXpPZmEoCc_000005_000015,300,300,walking the dog,playing tennis,ElcE4QXDn5Q,66,76,FZXpPZmEoCc,5,15,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000920_walking the dog_to_playing tennis_ElcE4QXDn5Q_000066_000076_bg_FZXpPZmEoCc_000005_000015,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000920_walking the dog_to_playing tennis_ElcE4QXDn5Q_66_76_bg_FZXpPZmEoCc_5_15,"[{'class': 'person', 'confidence': 0.8444707989692688, 'bbox': [288.57080078125, 218.976806640625, 405.31866455078125, 663.5133666992188]}, {'class': 'person', 'confidence': 0.8265788555145264, 'bbox': [244.95265197753906, 208.237548828125, 317.2444763183594, 391.3265380859375]}, {'class': 'frisbee', 'confidence': 0.3487476110458374, 'bbox': [279.9928283691406, 340.8524169921875, 317.19232177734375, 393.40435791015625]}]",dataset/segmented_action_swap/sample_000920_walking the dog_to_playing tennis_ElcE4QXDn5Q_66_76_bg_FZXpPZmEoCc_5_15/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/hurdling/KLpPPlAfETk_001100_001110,/n/fs/visualai-scr/Data/HAT2/original/hurdling/KLpPPlAfETk_001100_001110,/n/fs/visualai-scr/Data/HAT2/inpaint/shooting basketball/OTbNyKzKBM4_000024_000034,/n/fs/visualai-scr/Data/HAT2/original/shooting basketball/OTbNyKzKBM4_000024_000034,300,300,hurdling,shooting basketball,KLpPPlAfETk,1100,1110,OTbNyKzKBM4,24,34,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000921_hurdling_to_shooting basketball_KLpPPlAfETk_001100_001110_bg_OTbNyKzKBM4_000024_000034,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000921_hurdling_to_shooting basketball_KLpPPlAfETk_1100_1110_bg_OTbNyKzKBM4_24_34,"[{'class': 'person', 'confidence': 0.8935171365737915, 'bbox': [588.5586547851562, 10.95208740234375, 877.7024536132812, 640.0637817382812]}]",dataset/segmented_action_swap/sample_000921_hurdling_to_shooting basketball_KLpPPlAfETk_1100_1110_bg_OTbNyKzKBM4_24_34/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing hair/6JTYJvGHI7A_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/6JTYJvGHI7A_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/juggling balls/YH801xSLkZM_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/juggling balls/YH801xSLkZM_000000_000010,300,300,brushing hair,juggling balls,6JTYJvGHI7A,5,15,YH801xSLkZM,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000922_brushing hair_to_juggling balls_6JTYJvGHI7A_000005_000015_bg_YH801xSLkZM_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000922_brushing hair_to_juggling balls_6JTYJvGHI7A_5_15_bg_YH801xSLkZM_0_10,"[{'class': 'person', 'confidence': 0.9216136932373047, 'bbox': [360.68402099609375, 0.018646240234375, 639.237548828125, 350.9902038574219]}, {'class': 'person', 'confidence': 0.8947924971580505, 'bbox': [68.4219970703125, 1.26593017578125, 341.90380859375, 356.873046875]}]",dataset/segmented_action_swap/sample_000922_brushing hair_to_juggling balls_6JTYJvGHI7A_5_15_bg_YH801xSLkZM_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing basketball/Xb6cm8N2cFQ_000137_000147,/n/fs/visualai-scr/Data/HAT2/original/playing basketball/Xb6cm8N2cFQ_000137_000147,/n/fs/visualai-scr/Data/HAT2/inpaint/playing trumpet/WjQBqPwDAjU_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/playing trumpet/WjQBqPwDAjU_000001_000011,300,300,playing basketball,playing trumpet,Xb6cm8N2cFQ,137,147,WjQBqPwDAjU,1,11,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000923_playing basketball_to_playing trumpet_Xb6cm8N2cFQ_000137_000147_bg_WjQBqPwDAjU_000001_000011,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000923_playing basketball_to_playing trumpet_Xb6cm8N2cFQ_137_147_bg_WjQBqPwDAjU_1_11,"[{'class': 'person', 'confidence': 0.8952895402908325, 'bbox': [121.09798431396484, 98.46668243408203, 231.0339813232422, 317.37542724609375]}, {'class': 'person', 'confidence': 0.8676541447639465, 'bbox': [25.097232818603516, 101.66377258300781, 86.08038330078125, 250.25302124023438]}, {'class': 'person', 'confidence': 0.7811470627784729, 'bbox': [103.42323303222656, 112.8487548828125, 137.6749725341797, 196.66539001464844]}, {'class': 'person', 'confidence': 0.7784481048583984, 'bbox': [336.817138671875, 97.3833999633789, 401.7927551269531, 273.7223815917969]}, {'class': 'person', 'confidence': 0.6484489440917969, 'bbox': [215.80902099609375, 112.34049224853516, 252.44664001464844, 184.6878204345703]}, {'class': 'person', 'confidence': 0.38241931796073914, 'bbox': [279.5724182128906, 126.82392883300781, 343.8184814453125, 238.3926544189453]}, {'class': 'person', 'confidence': 0.2584003508090973, 'bbox': [272.2435302734375, 112.17749786376953, 307.8507080078125, 172.9832305908203]}]",dataset/segmented_action_swap/sample_000923_playing basketball_to_playing trumpet_Xb6cm8N2cFQ_137_147_bg_WjQBqPwDAjU_1_11/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/juggling balls/c7XPSmYtZPI_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/juggling balls/c7XPSmYtZPI_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/sweeping floor/-lNG5FOprD8_000015_000025,/n/fs/visualai-scr/Data/HAT2/original/sweeping floor/-lNG5FOprD8_000015_000025,300,300,juggling balls,sweeping floor,c7XPSmYtZPI,0,10,-lNG5FOprD8,15,25,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000924_juggling balls_to_sweeping floor_c7XPSmYtZPI_000000_000010_bg_-lNG5FOprD8_000015_000025,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000924_juggling balls_to_sweeping floor_c7XPSmYtZPI_0_10_bg_-lNG5FOprD8_15_25,"[{'class': 'person', 'confidence': 0.8219896554946899, 'bbox': [333.0971984863281, 77.8077621459961, 389.9979553222656, 314.7933654785156]}, {'class': 'person', 'confidence': 0.8217089176177979, 'bbox': [185.3841094970703, 113.053466796875, 250.9072265625, 318.0814514160156]}, {'class': 'person', 'confidence': 0.7835195064544678, 'bbox': [277.10882568359375, 79.97369384765625, 350.41754150390625, 318.58709716796875]}, {'class': 'person', 'confidence': 0.7390583753585815, 'bbox': [149.67498779296875, 135.21328735351562, 198.51535034179688, 317.26898193359375]}, {'class': 'person', 'confidence': 0.6131018400192261, 'bbox': [253.22215270996094, 111.07005310058594, 298.776611328125, 313.2336730957031]}]",dataset/segmented_action_swap/sample_000924_juggling balls_to_sweeping floor_c7XPSmYtZPI_0_10_bg_-lNG5FOprD8_15_25/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/hitting baseball/ihWykL5mYRI_000096_000106,/n/fs/visualai-scr/Data/HAT2/original/hitting baseball/ihWykL5mYRI_000096_000106,/n/fs/visualai-scr/Data/HAT2/inpaint/playing accordion/qzL4t7E-ZNw_000013_000023,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/qzL4t7E-ZNw_000013_000023,300,300,hitting baseball,playing accordion,ihWykL5mYRI,96,106,qzL4t7E-ZNw,13,23,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000926_hitting baseball_to_playing accordion_ihWykL5mYRI_000096_000106_bg_qzL4t7E-ZNw_000013_000023,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000926_hitting baseball_to_playing accordion_ihWykL5mYRI_96_106_bg_qzL4t7E-ZNw_13_23,"[{'class': 'person', 'confidence': 0.8904584050178528, 'bbox': [101.35687255859375, 35.86039352416992, 330.69000244140625, 359.9182434082031]}, {'class': 'sports ball', 'confidence': 0.43966981768608093, 'bbox': [329.8352355957031, 115.87763977050781, 351.1084289550781, 144.5600128173828]}]",dataset/segmented_action_swap/sample_000926_hitting baseball_to_playing accordion_ihWykL5mYRI_96_106_bg_qzL4t7E-ZNw_13_23/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/driving car/hAzvdGMA3To_000119_000129,/n/fs/visualai-scr/Data/HAT2/original/driving car/hAzvdGMA3To_000119_000129,/n/fs/visualai-scr/Data/HAT2/inpaint/smoking/QJrRlSn2rV0_000101_000111,/n/fs/visualai-scr/Data/HAT2/original/smoking/QJrRlSn2rV0_000101_000111,300,300,driving car,smoking,hAzvdGMA3To,119,129,QJrRlSn2rV0,101,111,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000927_driving car_to_smoking_hAzvdGMA3To_000119_000129_bg_QJrRlSn2rV0_000101_000111,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000927_driving car_to_smoking_hAzvdGMA3To_119_129_bg_QJrRlSn2rV0_101_111,"[{'class': 'person', 'confidence': 0.8423976302146912, 'bbox': [80.34100341796875, 87.76024627685547, 239.69586181640625, 268.7372741699219]}, {'class': 'person', 'confidence': 0.8201062083244324, 'bbox': [246.13815307617188, 39.219261169433594, 425.7496337890625, 280.5399169921875]}]",dataset/segmented_action_swap/sample_000927_driving car_to_smoking_hAzvdGMA3To_119_129_bg_QJrRlSn2rV0_101_111/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/eating cake/U9u4nFJvVLI_000017_000027,/n/fs/visualai-scr/Data/HAT2/original/eating cake/U9u4nFJvVLI_000017_000027,/n/fs/visualai-scr/Data/HAT2/inpaint/sword fighting/EuRuxPSjgn8_000052_000062,/n/fs/visualai-scr/Data/HAT2/original/sword fighting/EuRuxPSjgn8_000052_000062,300,300,eating cake,sword fighting,U9u4nFJvVLI,17,27,EuRuxPSjgn8,52,62,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000928_eating cake_to_sword fighting_U9u4nFJvVLI_000017_000027_bg_EuRuxPSjgn8_000052_000062,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000928_eating cake_to_sword fighting_U9u4nFJvVLI_17_27_bg_EuRuxPSjgn8_52_62,"[{'class': 'person', 'confidence': 0.8603097200393677, 'bbox': [352.40966796875, 90.84799194335938, 596.7166748046875, 316.133544921875]}, {'class': 'person', 'confidence': 0.7934287786483765, 'bbox': [128.34725952148438, 59.103179931640625, 364.5525207519531, 313.0160827636719]}]",dataset/segmented_action_swap/sample_000928_eating cake_to_sword fighting_U9u4nFJvVLI_17_27_bg_EuRuxPSjgn8_52_62/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/EIJGzKnlMRM_000014_000024,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/EIJGzKnlMRM_000014_000024,/n/fs/visualai-scr/Data/HAT2/inpaint/golf driving/VElrGmw_YXA_000079_000089,/n/fs/visualai-scr/Data/HAT2/original/golf driving/VElrGmw_YXA_000079_000089,300,300,playing accordion,golf driving,EIJGzKnlMRM,14,24,VElrGmw_YXA,79,89,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000929_playing accordion_to_golf driving_EIJGzKnlMRM_000014_000024_bg_VElrGmw_YXA_000079_000089,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000929_playing accordion_to_golf driving_EIJGzKnlMRM_14_24_bg_VElrGmw_YXA_79_89,"[{'class': 'person', 'confidence': 0.8891569375991821, 'bbox': [46.21642303466797, 13.068214416503906, 235.10101318359375, 359.243408203125]}]",dataset/segmented_action_swap/sample_000929_playing accordion_to_golf driving_EIJGzKnlMRM_14_24_bg_VElrGmw_YXA_79_89/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/skipping rope/GUWR5TyiY-M_000012_000022,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/GUWR5TyiY-M_000012_000022,/n/fs/visualai-scr/Data/HAT2/inpaint/hitting baseball/SVk63F2Qozw_000021_000031,/n/fs/visualai-scr/Data/HAT2/original/hitting baseball/SVk63F2Qozw_000021_000031,300,300,skipping rope,hitting baseball,GUWR5TyiY-M,12,22,SVk63F2Qozw,21,31,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000930_skipping rope_to_hitting baseball_GUWR5TyiY-M_000012_000022_bg_SVk63F2Qozw_000021_000031,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000930_skipping rope_to_hitting baseball_GUWR5TyiY-M_12_22_bg_SVk63F2Qozw_21_31,"[{'class': 'person', 'confidence': 0.87491774559021, 'bbox': [636.9022827148438, 216.46624755859375, 755.9981079101562, 514.89501953125]}, {'class': 'person', 'confidence': 0.8570263385772705, 'bbox': [807.1522216796875, 407.70672607421875, 1004.4326171875, 593.3681030273438]}, {'class': 'person', 'confidence': 0.8505449891090393, 'bbox': [985.2857055664062, 374.58056640625, 1175.09814453125, 519.2489013671875]}, {'class': 'person', 'confidence': 0.8209213614463806, 'bbox': [788.6834716796875, 154.16033935546875, 902.6380615234375, 457.61358642578125]}, {'class': 'tennis racket', 'confidence': 0.6487791538238525, 'bbox': [0.0, 178.6803436279297, 57.240657806396484, 293.12908935546875]}, {'class': 'sports ball', 'confidence': 0.43138226866722107, 'bbox': [774.517578125, 650.9218139648438, 808.853271484375, 684.8214721679688]}, {'class': 'person', 'confidence': 0.39047765731811523, 'bbox': [134.33358764648438, 33.3961181640625, 219.64199829101562, 217.48025512695312]}, {'class': 'person', 'confidence': 0.3620622754096985, 'bbox': [237.93777465820312, 32.98291015625, 318.6211853027344, 195.71588134765625]}, {'class': 'person', 'confidence': 0.35617882013320923, 'bbox': [292.84228515625, 45.17450714111328, 375.8045654296875, 184.3656005859375]}, {'class': 'sports ball', 'confidence': 0.30865219235420227, 'bbox': [691.8992309570312, 279.4592590332031, 724.0249633789062, 321.4940490722656]}, {'class': 'person', 'confidence': 0.3032907247543335, 'bbox': [178.90789794921875, 26.921920776367188, 256.24407958984375, 184.6983184814453]}, {'class': 'person', 'confidence': 0.30233755707740784, 'bbox': [373.84100341796875, 29.77490997314453, 464.93719482421875, 188.122802734375]}, {'class': 'person', 'confidence': 0.29170119762420654, 'bbox': [786.48291015625, 99.18759155273438, 828.001220703125, 179.40145874023438]}, {'class': 'person', 'confidence': 0.2705410122871399, 'bbox': [693.7930908203125, 8.186344146728516, 730.1610107421875, 122.4395751953125]}]",dataset/segmented_action_swap/sample_000930_skipping rope_to_hitting baseball_GUWR5TyiY-M_12_22_bg_SVk63F2Qozw_21_31/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/smoking/6Q1bpfHknHs_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/smoking/6Q1bpfHknHs_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/playing bass guitar/S-EKsrJFMpk_000027_000037,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/S-EKsrJFMpk_000027_000037,300,300,smoking,playing bass guitar,6Q1bpfHknHs,5,15,S-EKsrJFMpk,27,37,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000931_smoking_to_playing bass guitar_6Q1bpfHknHs_000005_000015_bg_S-EKsrJFMpk_000027_000037,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000931_smoking_to_playing bass guitar_6Q1bpfHknHs_5_15_bg_S-EKsrJFMpk_27_37,"[{'class': 'person', 'confidence': 0.668883204460144, 'bbox': [232.45809936523438, 0.11868610233068466, 491.61328125, 324.9931945800781]}, {'class': 'person', 'confidence': 0.2658228576183319, 'bbox': [0.0, 0.3419117033481598, 492.0, 360.0]}]",dataset/segmented_action_swap/sample_000931_smoking_to_playing bass guitar_6Q1bpfHknHs_5_15_bg_S-EKsrJFMpk_27_37/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing hair/WYt3rTcbC_Q_000390_000400,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/WYt3rTcbC_Q_000390_000400,/n/fs/visualai-scr/Data/HAT2/inpaint/playing violin/P24qs_4ZX0c_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/playing violin/P24qs_4ZX0c_000000_000010,300,300,brushing hair,playing violin,WYt3rTcbC_Q,390,400,P24qs_4ZX0c,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000932_brushing hair_to_playing violin_WYt3rTcbC_Q_000390_000400_bg_P24qs_4ZX0c_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000932_brushing hair_to_playing violin_WYt3rTcbC_Q_390_400_bg_P24qs_4ZX0c_0_10,"[{'class': 'person', 'confidence': 0.9102165102958679, 'bbox': [107.62890625, 18.994415283203125, 472.858642578125, 355.028564453125]}]",dataset/segmented_action_swap/sample_000932_brushing hair_to_playing violin_WYt3rTcbC_Q_390_400_bg_P24qs_4ZX0c_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/smoking/XevC7ptw0zQ_000021_000031,/n/fs/visualai-scr/Data/HAT2/original/smoking/XevC7ptw0zQ_000021_000031,/n/fs/visualai-scr/Data/HAT2/inpaint/playing bass guitar/sH0nRlxnZt4_000305_000315,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/sH0nRlxnZt4_000305_000315,300,300,smoking,playing bass guitar,XevC7ptw0zQ,21,31,sH0nRlxnZt4,305,315,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000933_smoking_to_playing bass guitar_XevC7ptw0zQ_000021_000031_bg_sH0nRlxnZt4_000305_000315,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000933_smoking_to_playing bass guitar_XevC7ptw0zQ_21_31_bg_sH0nRlxnZt4_305_315,"[{'class': 'person', 'confidence': 0.8268122673034668, 'bbox': [269.98394775390625, 1.137603759765625, 612.0560302734375, 354.8046875]}, {'class': 'chair', 'confidence': 0.42758601903915405, 'bbox': [0.3219146728515625, 37.0662841796875, 191.9525146484375, 354.94183349609375]}]",dataset/segmented_action_swap/sample_000933_smoking_to_playing bass guitar_XevC7ptw0zQ_21_31_bg_sH0nRlxnZt4_305_315/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/hOSWyMZvWec_000070_000080,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/hOSWyMZvWec_000070_000080,/n/fs/visualai-scr/Data/HAT2/inpaint/sword fighting/bPHsWugu78s_000119_000129,/n/fs/visualai-scr/Data/HAT2/original/sword fighting/bPHsWugu78s_000119_000129,300,301,playing accordion,sword fighting,hOSWyMZvWec,70,80,bPHsWugu78s,119,129,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000934_playing accordion_to_sword fighting_hOSWyMZvWec_000070_000080_bg_bPHsWugu78s_000119_000129,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000934_playing accordion_to_sword fighting_hOSWyMZvWec_70_80_bg_bPHsWugu78s_119_129,"[{'class': 'tv', 'confidence': 0.6122698187828064, 'bbox': [549.8005981445312, 0.6670684814453125, 639.6530151367188, 210.369873046875]}, {'class': 'cat', 'confidence': 0.2726637125015259, 'bbox': [76.920654296875, 66.99417114257812, 450.05419921875, 347.15472412109375]}, {'class': 'person', 'confidence': 0.27076199650764465, 'bbox': [156.6689453125, 1.848663330078125, 403.92791748046875, 343.1513671875]}]",dataset/segmented_action_swap/sample_000934_playing accordion_to_sword fighting_hOSWyMZvWec_70_80_bg_bPHsWugu78s_119_129/bbox_img/bbox_image.jpg
